0.000000000000000000e+00,3.811198777131287851e+00,4.463914039590358485e+00,4.099833506227183122e+00,4.078537196655597441e+00,4.156143758442521374e+00,4.283288403081438211e+00,4.448457961904565217e+00,4.662709344430125746e+00,4.976008236000359908e+00,5.638635989740124366e+00,5.310540499529031067e+00,5.298247909475710671e+00,5.326954806886320171e+00,5.354361856591496327e+00,5.358231459094495719e+00,5.372810300027991204e+00,5.538479128971635745e+00,6.155433295151436113e+00,6.046384542320670796e+00,5.614414502733712453e+00,4.677738909054650840e+00,4.307011291788371388e+00,4.427959576241897288e+00
0.000000000000000000e+00,4.056187309928190210e+00,0.000000000000000000e+00,4.286420716722516566e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.599248355119332388e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.780805843996800419e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.056404346271282435e+00,6.025007563033579316e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.365412269885883489e+00,5.736861035404506204e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.354821082793269404e+00,0.000000000000000000e+00
0.000000000000000000e+00,4.631974878529705464e+00,0.000000000000000000e+00,4.465233415464751943e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.961920757727986242e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.304696017569033195e+00,6.967089636254588214e+00,6.621413624357466610e+00,7.101744748963973564e+00,7.075498378743379391e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.589385351481246822e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.347094419741248217e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.685478146945927236e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.430946209082534892e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.778808542997292186e+00,7.318167396842320649e+00,0.000000000000000000e+00,6.914651656100922139e+00,7.301035451263468978e+00,6.582229239675819521e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.672841504441146654e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.386137394540895684e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.016176249370103868e+00,5.222976679296233549e+00,5.520916694942871850e+00,6.256317607945948822e+00,6.109388214640738113e+00,6.375386006184146304e+00,6.671145475010597181e+00,7.285032502862086368e+00,7.371037310564250156e+00,6.919296990865725583e+00,6.822609109307820496e+00,6.860007499027157785e+00,6.833957769042023678e+00,6.968043631365030244e+00,6.200414729102469380e+00,5.967319752782245246e+00,6.224068591198195222e+00,5.539871276889612339e+00,0.000000000000000000e+00,4.472600459339866497e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.767872830785275795e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.083480682111526150e+00,0.000000000000000000e+00,7.183818581458225161e+00,7.325022614566690571e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.773875016880708699e+00,7.187610896410161487e+00,6.660335808202322738e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.965380258229119548e+00,5.529661206415055652e+00,4.511431374405254324e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.859984335272543809e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.243312499936512161e+00,0.000000000000000000e+00,6.927462837026284959e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.874876535945787737e+00,0.000000000000000000e+00,6.698993075811366715e+00,6.001732498842192065e+00,5.787279779912217315e+00,6.064419664434542057e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.830438571635133016e+00,4.327949568334788388e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.502333983645933735e+00,7.262228986890308491e+00,7.407963661246316889e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.456980282420187400e+00,4.114245915558648825e+00,0.000000000000000000e+00
4.574936618420769818e+00,4.444560613438629737e+00,4.699614575282806683e+00,5.080701343913961665e+00,5.584090715162851382e+00,6.523931882855491082e+00,6.865734927629643991e+00,6.667215745861397203e+00,7.126061849967621598e+00,6.852185460323572563e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.248975471471793774e+00,3.977362320830510001e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.883916932250477849e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.213219151322561196e+00,3.945787690392418057e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,4.495017032955333391e+00,4.783510142052229241e+00,5.205033470231151149e+00,5.979412861713623961e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.590427438250204162e+00,4.006144292320525935e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,4.737440583964736440e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.545412502260700371e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.250437225213777204e+00,0.000000000000000000e+00
